feature,coefficient,std_error,t_value,p_value,CI_lower,CI_upper
COMPANY_NAME_ohe_200,-4885.913624805602,2485.429178293382,-1.9658229119851691,0.04931907019855464,-9757.35481426063,-14.472435350573505
COMPANY_NAME_ohe_201,-11036.234204117649,3561.530366728515,-3.0987337093113454,0.0019434961693809427,-18016.83372290554,-4055.634685329759
COMPANY_NAME_ohe_202,-4984.661273085654,1988.214481662585,-2.5071043989768045,0.012172475344610634,-8881.56165714432,-1087.7608890269876
COMPANY_NAME_ohe_203,2907.465262742722,1621.2434648897902,1.7933551164324153,0.07291615955164144,-270.1719284412666,6085.102453926711
COMPANY_NAME_ohe_204,-9785.42982553872,3930.773876713916,-2.4894410445505537,0.012794413641431301,-17489.746623897994,-2081.1130271794455
COMPANY_NAME_ohe_205,12862.971868544138,6472.042441790792,1.987467168862539,0.04687065065633922,177.76868263418692,25548.175054454092
COMPANY_NAME_ohe_206,8104.214616404878,2453.0659693041107,3.3037083868983323,0.0009541502653904743,3296.205316568821,12912.223916240935
COMPANY_NAME_ohe_207,-20434.755027000545,10499.29954820391,-1.9462969823064311,0.05161907588019932,-41013.38214148021,143.8720874791179
COMPANY_NAME_ohe_208,1087.9378896760097,787.4942396420729,1.3815185367838279,0.16711958229167267,-455.5508200224531,2631.4265993744725
COMPANY_NAME_ohe_209,-103.74998162306765,3455.7963746940286,-0.030022018190308895,0.9760494931072814,-6877.110876023364,6669.610912777229
COMPANY_NAME_ohe_210,7871.886270590048,2944.0412500331413,2.673836947937273,0.007498890157477955,2101.565420525091,13642.207120655006
COMPANY_NAME_ohe_211,20469.766096602572,8798.62292322594,2.326473844283977,0.019993286230135965,3224.465167079732,37715.06702612541
COMPANY_NAME_ohe_212,-4629.8349122839845,1952.021305816247,-2.371815767834561,0.017700914331720163,-8455.796671683827,-803.8731528841408
COMPANY_NAME_ohe_213,1773.0956994494534,1576.9511737437028,1.1243821171965018,0.26085095515116197,-1317.7286010882042,4863.919999987111
COMPANY_NAME_ohe_214,-1505.2411644052472,2350.650370483933,-0.6403509357690486,0.5219444730585552,-6112.5158905537555,3102.033561743261
COMPANY_NAME_ohe_215,-12565.288107324248,5753.320700424629,-2.184006204694422,0.02896179213220651,-23841.79668015652,-1288.779534491976
COMPANY_NAME_ohe_216,-15902.487578540718,6326.710816138922,-2.5135474088644565,0.011952371197682998,-28302.840778173006,-3502.1343789084312
COMPANY_NAME_ohe_217,-1291.5079266134408,4988.230482571331,-0.2589110369149773,0.7957038822581053,-11068.439672453249,8485.42381922637
COMPANY_NAME_ohe_218,-27028.560307692725,13629.95386063203,-1.983026544628332,0.04736446457416532,-53743.2698745315,-313.8507408539481
COMPANY_NAME_ohe_219,-8209.503369949023,2974.3787314857373,-2.760073316503403,0.00577883910148147,-14039.285683661068,-2379.7210562369783
COMPANY_NAME_ohe_220,29363.551248884985,10729.185773994364,2.73679213571425,0.00620414813721748,8334.347131856033,50392.75536591394
COMPANY_NAME_ohe_221,-6966.070119797378,8124.257470633632,-0.8574408362828604,0.39120129893266675,-22889.614762239296,8957.474522644541
COMPANY_NAME_ohe_222,7942.752694329517,3224.155607609062,2.4635140672443,0.013758249648312848,1623.4077034157553,14262.09768524328
COMPANY_NAME_ohe_223,24463.015771057573,9973.585010442908,2.4527805944846723,0.014175677256327956,4914.789150589473,44011.24239152567
COMPANY_NAME_ohe_224,-13078.742262845433,6245.45838408514,-2.094120472593824,0.036249249786109106,-25319.840695652307,-837.6438300385598
COMPANY_NAME_ohe_225,10344.760598024723,3513.7260604693197,2.944099915587329,0.003238954156804086,3457.857519504856,17231.663676544587
COMPANY_NAME_ohe_226,1705.323910015776,770.8334347560879,2.21231180839397,0.02694512775573088,194.49037789384374,3216.157442137708
COMPANY_NAME_ohe_227,-16388.05990675022,7888.749126918326,-2.0773965102819894,0.03776497802437295,-31850.008195510138,-926.1116179903001
COMPANY_NAME_ohe_228,-4366.064658118362,2085.6632698043495,-2.093369874863803,0.03631614946471373,-8453.964666934888,-278.164649301837
COMPANY_NAME_ohe_229,15741.627470020414,7926.5392965798455,1.985939497809925,0.047040042313799324,205.61044872391722,31277.64449131691
COMPANY_NAME_ohe_230,-311.59282420999267,3510.987251781341,-0.08874792241182373,0.9292822461866332,-7193.1278377014205,6569.942189281435
COMPANY_NAME_ohe_231,-4654.386731725065,2788.7998781135793,-1.6689568757703117,0.0951259265452542,-10120.43449282768,811.6610293775502
COMPANY_NAME_ohe_232,-23360.406730351893,11775.300485676215,-1.9838480350262064,0.04727278338374474,-46439.99568227727,-280.81777842651354
COMPANY_NAME_ohe_233,-8670.862407847379,4199.114327352195,-2.0649264897045327,0.038929956245075115,-16901.12648945768,-440.59832623707734
COMPANY_NAME_ohe_234,-17519.47650073688,8444.231234462852,-2.0747272326266795,0.0380118219746417,-34070.16972028407,-968.7832811896915
COMPANY_NAME_ohe_235,-9925.703095254365,4768.520985747942,-2.0815055915492673,0.03738765283160439,-19272.00422732033,-579.4019631883984
COMPANY_NAME_ohe_236,-7126.064316508151,3058.7548782407584,-2.3297271602903673,0.019820576092020037,-13121.223877860037,-1130.9047551562644
COMPANY_NAME_ohe_237,46498.127627948095,23140.587506235082,2.0093754151842287,0.0444973354588003,1142.5761157273373,91853.67914016885
COMPANY_NAME_ohe_238,13221.71834870592,6589.244336664575,2.006560642338944,0.04479646558665373,306.79944884335237,26136.637248568484
COMPANY_NAME_ohe_239,25995.56607749405,12429.872208473815,2.091378385995964,0.036494158136588295,1633.0165488853745,50358.11560610273
COMPANY_NAME_ohe_240,33435.47349524162,16949.35762074856,1.9726690676649348,0.048533278343007025,214.7325585744402,66656.2144319088
COMPANY_NAME_ohe_241,-10430.097958492905,4989.803820197316,-2.09028217026786,0.036592459949590594,-20210.113446079646,-650.0824709061653
COMPANY_NAME_ohe_242,17901.236520041744,8963.805075822433,1.9970577638201596,0.04581890839531488,332.17857142977664,35470.29446865371
COMPANY_NAME_ohe_243,-11742.825514969258,5232.791276129207,-2.244084446581566,0.024826968487122736,-21999.096416182503,-1486.5546137560123
COMPANY_NAME_ohe_244,23545.608161999426,9702.493544700632,2.4267584465294196,0.015234395247601284,4528.720814386186,42562.495509612665
COMPANY_NAME_ohe_245,-7356.93061127129,3168.757935860506,-2.3217079878565876,0.02024866454988894,-13567.696165557882,-1146.165056984698
COMPANY_NAME_ohe_246,1512.4784837985176,863.3362665817011,1.7518996274615384,0.07979106863597729,-179.66059870161666,3204.6175662986516
COMPANY_NAME_ohe_247,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_248,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_249,-11894.401275445287,5580.773469228759,-2.1313177001411323,0.03306297783758927,-22832.717275133655,-956.085275756921
COMPANY_NAME_ohe_250,-5020.819327721153,2323.871255657843,-2.1605410865585393,0.030730806519145837,-9575.606988810525,-466.03166663178126
COMPANY_NAME_ohe_251,-7124.643989876935,3366.7815514104464,-2.1161586758998983,0.03433131449740556,-13723.53583064141,-525.7521491124598
COMPANY_NAME_ohe_252,-5382.818202017363,2670.5335741525355,-2.0156339744672715,0.04383826440903649,-10617.064007356332,-148.5723966783935
COMPANY_NAME_ohe_253,-11728.914332696844,5698.022991506792,-2.0584182180695687,0.03955000439911549,-22897.039396050157,-560.7892693435315
COMPANY_NAME_ohe_254,-17261.85762599569,7959.670256809341,-2.1686649156387494,0.03010813284169811,-32862.811329341996,-1660.9039226493824
COMPANY_NAME_ohe_255,12566.267407568324,6039.221370106187,2.0807760864290645,0.037454405983267325,729.3935221601969,24403.141292976452
COMPANY_NAME_ohe_256,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_257,-14089.994903980938,7154.068180214247,-1.9695080545848218,0.048894778559629426,-28111.96853720086,-68.02127076101351
COMPANY_NAME_ohe_258,-7338.987142499728,3315.969922528794,-2.213224882601751,0.026882145435003224,-13838.288190656163,-839.6860943432921
COMPANY_NAME_ohe_259,-5016.801845578856,3002.395180270733,-1.6709332197657203,0.09473486902605877,-10901.496398909492,867.8927077517801
COMPANY_NAME_ohe_260,-1342.7708870153865,1411.068591968252,-0.9515985931926957,0.3413005952795609,-4108.46532727316,1422.9235532423872
COMPANY_NAME_ohe_261,799.3248139700048,1031.1521115558312,0.7751764313064938,0.43823541297300905,-1221.7333246794242,2820.382952619434
COMPANY_NAME_ohe_262,-8699.21464193721,4245.023155873098,-2.0492737783777746,0.04043535122138042,-17019.460027448484,-378.9692564259367
COMPANY_NAME_ohe_263,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_264,1573.9008954934684,978.153375819109,1.609053277739269,0.1076046923509073,-343.2797211119853,3491.081512098922
COMPANY_NAME_ohe_265,-13374.99787742116,5959.445833854718,-2.244335841000484,0.024810801163108298,-25055.51171177641,-1694.4840430659115
COMPANY_NAME_ohe_266,-16106.906400046737,7961.822189013325,-2.023017597940453,0.043071333202511664,-31712.077890512854,-501.7349095806185
COMPANY_NAME_ohe_267,-2544.063052784928,1786.4691607134869,-1.4240733110494168,0.15442525131257012,-6045.542607783362,957.4165022135062
COMPANY_NAME_ohe_268,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_269,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_270,-14828.166452798067,7648.532715661159,-1.9386942573228283,0.05253857834302278,-29819.29057549394,162.95766989780532
COMPANY_NAME_ohe_271,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_272,-8513.98346906624,4138.335198421496,-2.0573450580595227,0.03965304604545983,-16625.12045797237,-402.8464801601076
COMPANY_NAME_ohe_273,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_274,103705.82147651893,45866.785142371875,2.261022244192894,0.023757879653652836,13806.922597470053,193604.7203555678
COMPANY_NAME_ohe_275,-13805.429881126365,6990.849807180429,-1.9747856500859964,0.04829247819077587,-27507.495503200007,-103.36425905272517
COMPANY_NAME_ohe_276,-19036.277902829792,9603.593557591872,-1.9822036187465635,0.04745645583549596,-37859.32127570986,-213.23452994972467
COMPANY_NAME_ohe_277,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_278,-17209.995048110304,7356.964252976326,-2.339279416934484,0.019320977247013538,-31629.6449839439,-2790.3451122767055
COMPANY_NAME_ohe_279,-1569.025981238384,1838.368551963988,-0.8534882624934719,0.3933885939623034,-5172.228343087801,2034.1763806110323
COMPANY_NAME_ohe_280,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_281,-6726.739628071004,3872.009749796181,-1.7372734220065156,0.08233892051949043,-14315.878737671519,862.3994815295109
COMPANY_NAME_ohe_282,228.85187729183906,368.11440893961975,0.6216868227219453,0.534147818015644,-492.6523642298156,950.3561188134937
COMPANY_NAME_ohe_283,-8181.699268699261,3838.7017851478436,-2.1313714184193007,0.0330585555940659,-15705.554767589034,-657.8437698094876
COMPANY_NAME_ohe_284,-11574.493105861815,5561.792740798594,-2.0810723529765838,0.03742728397794348,-22475.60687782706,-673.3793338965697
COMPANY_NAME_ohe_285,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_286,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_287,3889.6158117933473,2046.0737593341678,1.901014464434119,0.05730011805429713,-120.68875650162136,7899.920380088316
COMPANY_NAME_ohe_288,7998.536470857742,3971.2941065698883,2.0140881677902946,0.04400027756767644,214.8000219807609,15782.272919734722
COMPANY_NAME_ohe_289,22568.502541632635,11052.388874604889,2.041956973979477,0.04115579945955394,905.8203474070542,44231.184735858216
COMPANY_NAME_ohe_290,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_291,-7096.428338358442,3483.3486059904008,-2.0372432222702423,0.04162567446051302,-13923.791606099627,-269.0650706172564
COMPANY_NAME_ohe_292,-8542.732196366636,5166.09798853733,-1.6536140459049498,0.0982059569621685,-18668.2842538998,1582.8198611665302
COMPANY_NAME_ohe_293,-1753.2387835064749,1401.636069421303,-1.2508516452707577,0.21098860844713352,-4500.445479572229,993.9679125592791
COMPANY_NAME_ohe_294,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_295,-16495.190972981378,8200.026466382438,-2.0116021625791745,0.044261891263402964,-32567.242847090958,-423.13909887179943
COMPANY_NAME_ohe_296,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_297,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_298,-13174.001131831461,6403.537332096364,-2.0573005900659926,0.03965732064203831,-25724.934302740334,-623.0679609225881
COMPANY_NAME_ohe_299,13291.517587458202,6648.723541742295,1.9991081752776811,0.04559665077567199,260.0194456433037,26323.015729273102
COMPANY_NAME_ohe_300,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_301,-15055.00898866788,7885.7831891631795,-1.9091330090531542,0.05624493548764398,-30511.14403942771,401.1260620919511
COMPANY_NAME_ohe_302,-624.4634878615376,415.5743244574736,-1.5026517547174403,0.13292886985358554,-1438.989163798186,190.0621880751106
COMPANY_NAME_ohe_303,-10160.713810716883,5118.1509900122865,-1.985231352209969,0.04711873763409136,-20192.289751140965,-129.13787029280138
COMPANY_NAME_ohe_304,-6478.097979696741,3329.576823387893,-1.9456220184477324,0.0517001601237852,-13004.06855353701,47.87259414352866
COMPANY_NAME_ohe_305,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_306,2969.122451600195,1489.969098559931,1.9927409598426433,0.04628981972489532,48.78301842273049,5889.461884777659
COMPANY_NAME_ohe_307,7512.056536895425,3803.5018919284857,1.9750368871478579,0.04826396210450801,57.19282871559335,14966.920245075256
COMPANY_NAME_ohe_308,-13987.945562798452,6827.699882984188,-2.04870539164424,0.04049093167504214,-27370.23733344746,-605.6537921494437
COMPANY_NAME_ohe_309,-2964.8785749225162,1880.9559441336087,-1.576261572829222,0.11496553364588835,-6651.55222542439,721.7950755793568
COMPANY_NAME_ohe_310,-9365.389414088131,4748.225296688595,-1.9723978600214145,0.04856420595147659,-18671.910995597776,-58.86783257848401
COMPANY_NAME_ohe_311,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_312,-20430.826422485046,10421.476777653595,-1.9604540564053403,0.04994274293631151,-40856.92090668609,-4.731938283999625
COMPANY_NAME_ohe_313,-2407.8346251420444,1170.0343654019334,-2.057917866638813,0.03959801834696375,-4701.1019813298335,-114.56726895425481
COMPANY_NAME_ohe_314,-14030.024119853417,6723.238164296263,-2.08679564474747,0.0369066110031433,-27207.570921874092,-852.4773178327414
COMPANY_NAME_ohe_315,-14884.229981424778,6022.761208823273,-2.471329920837565,0.013461156591652257,-26688.841950718393,-3079.6180121311645
COMPANY_NAME_ohe_316,-9381.960153045799,4542.015604065092,-2.0655939941397317,0.03886683200751362,-18284.31073701338,-479.60956907821856
COMPANY_NAME_ohe_317,7316.70481028524,3657.6235633588935,2.0003985329660643,0.04545724668350193,147.76262610180856,14485.64699446867
COMPANY_NAME_ohe_318,-8343.891170309365,3946.0719785362094,-2.1144802263349796,0.034474271890193586,-16078.192248240335,-609.5900923783947
COMPANY_NAME_ohe_319,-14042.549964403619,7396.214715244845,-1.8986130750719765,0.05761536801310152,-28539.130806283516,454.03087747627796
COMPANY_NAME_ohe_320,-11809.834349031717,5532.244410333711,-2.134727512575558,0.032783274310152155,-22653.03339328579,-966.6353047776429
COMPANY_NAME_ohe_321,-401.2948777789419,421.7551785376355,-0.9514877307976721,0.34135684388229715,-1227.9350277127073,425.34527215482365
COMPANY_NAME_ohe_322,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_323,3171.8981996419575,1891.8499785413292,1.6766119066626954,0.09361839693278373,-536.1277582990474,6879.924157582962
COMPANY_NAME_ohe_324,-12701.277753866952,5874.172753250121,-2.1622240760351255,0.030600908627791856,-24214.65635023719,-1187.899157496715
COMPANY_NAME_ohe_325,-6780.284491856291,3849.399123332712,-1.761387758094072,0.07817279560586354,-14325.106773588406,764.5377898758243
COMPANY_NAME_ohe_326,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_327,-4915.249984479866,2477.2088294417363,-1.9841887878251938,0.0472347980011234,-9770.57929018567,-59.92067877406316
COMPANY_NAME_ohe_328,23162.894450384094,10715.88965940516,2.1615465618437386,0.030653144274592314,2159.7507179499808,44166.03818281821
COMPANY_NAME_ohe_329,7517.947518296389,4711.653274509528,1.5956071213833087,0.11057653658263455,-1716.8928997422863,16752.787936335066
COMPANY_NAME_ohe_330,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_331,-7180.171652372149,3437.8132438389234,-2.088586884479572,0.03674492682172925,-13918.28561029644,-442.0576944478589
COMPANY_NAME_ohe_332,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_333,-9031.24884683278,4303.5942981455155,-2.098536298071703,0.035857796917072804,-17466.29367119799,-596.2040224675693
COMPANY_NAME_ohe_334,12278.386085569187,6025.004032871192,2.0379050401594454,0.04155943045612087,469.3781811416502,24087.393989996723
COMPANY_NAME_ohe_335,-10027.667684222542,5033.080115392027,-1.992352089440461,0.0463324401657903,-19892.504710390916,-162.83065805416845
COMPANY_NAME_ohe_336,11935.43244566452,5959.681774679072,2.002696267504525,0.0452098996748056,254.4561672935397,23616.4087240355
COMPANY_NAME_ohe_337,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_338,7644.081159226,3930.829136353655,1.9446485446367834,0.05181729242177302,-60.343948027163606,15348.506266479162
COMPANY_NAME_ohe_339,-6504.555717068003,3051.9648362327594,-2.1312682373814646,0.033067050202316706,-12486.406796084211,-522.704638051795
COMPANY_NAME_ohe_340,13103.734559375183,5753.980325891956,2.277333917950771,0.02276629296574506,1825.933120626949,24381.535998123418
COMPANY_NAME_ohe_341,-6728.106414728003,3629.9968096153434,-1.8534744705301696,0.06381438201881373,-13842.900161574076,386.6873321180701
COMPANY_NAME_ohe_342,3252.075833150514,1756.5536015336972,1.8513957275832822,0.06411264328202071,-190.76922585553257,6694.9208921565605
COMPANY_NAME_ohe_343,-9150.4134681232,4699.5402860804315,-1.9470869300186255,0.05152431367125376,-18361.512428840848,60.68549259444444
COMPANY_NAME_ohe_344,1058.131442427265,715.0489670349481,1.479802770452151,0.13892588911843795,-343.3645329612332,2459.6274178157632
COMPANY_NAME_ohe_345,-13124.99648952783,6488.440588334234,-2.0228275670930334,0.04309092845228579,-25842.34004266293,-407.65293639273114
COMPANY_NAME_ohe_346,-11902.792228068372,5971.4518523543575,-1.9932827932583048,0.04623048948541375,-23606.837858682913,-198.74659745383178
COMPANY_NAME_ohe_347,8807.826013334628,4087.193509729472,2.1549814053011676,0.031163289344950273,796.9267342648627,16818.725292404393
COMPANY_NAME_ohe_348,-8112.259668849761,3757.5313535368873,-2.158933327652438,0.03085533981847499,-15477.02112178206,-747.4982159174615
COMPANY_NAME_ohe_349,-11684.613486368326,5507.999743568886,-2.1213896206170353,0.0338890280006614,-22480.292983763342,-888.9339889733092
COMPANY_NAME_ohe_350,22523.332856104724,9684.208561306346,2.325779408148811,0.02003032171099739,3542.2840759442843,41504.38163626516
COMPANY_NAME_ohe_351,10461.184659549392,5189.520415753633,2.0158287898420757,0.04381788195440128,289.7246446722711,20632.644674426512
COMPANY_NAME_ohe_352,-9505.586449997472,4570.867520757857,-2.079602265178193,0.0375620290572658,-18464.486790682873,-546.6861093120733
COMPANY_NAME_ohe_353,-2194.885138741514,1711.798661782532,-1.2822098695041237,0.1997690349636636,-5550.010515835276,1160.240238352249
COMPANY_NAME_ohe_354,-4412.71209020293,2505.375518042301,-1.761297681096134,0.0781880323425228,-9323.248105565839,497.8239251599798
COMPANY_NAME_ohe_355,18700.803411592773,9324.61626157195,2.0055306177758117,0.0449063508954719,424.5555389117508,36977.051284273795
COMPANY_NAME_ohe_356,-8539.05941782343,3914.280624377821,-2.181514366814393,0.0291453930010388,-16211.049441603958,-867.069394042901
COMPANY_NAME_ohe_357,-8524.711535923363,3825.819057857754,-2.2282056226403784,0.025866806307364376,-16023.31688932456,-1026.106182522165
COMPANY_NAME_ohe_358,8737.975319245654,4508.138983024437,1.9382666222467455,0.052590702351950736,-97.9770874822425,17573.92772597355
COMPANY_NAME_ohe_359,-9717.386720318893,5036.780060271214,-1.9292854966940216,0.053695429240403936,-19589.475638450473,154.7021978126868
COMPANY_NAME_ohe_360,-13338.027935700999,6415.432165066624,-2.079053693113515,0.037612415639932006,-25912.27497923158,-763.7808921704145
COMPANY_NAME_ohe_361,6661.6653800319655,3264.279995510528,2.0407763394053124,0.041273063396491505,263.6765888313312,13059.6541712326
COMPANY_NAME_ohe_362,-17292.48835265915,8385.655892891036,-2.062150960346335,0.03919336589536515,-33728.37390272558,-856.602802592719
COMPANY_NAME_ohe_363,-5779.48595924982,2472.005984230986,-2.3379740971977276,0.01938859189927311,-10624.617688342552,-934.3542301570869
COMPANY_NAME_ohe_364,-11825.809174018103,5835.206482152455,-2.0266307987880956,0.042700184374314665,-23262.813879036912,-388.8044689992912
COMPANY_NAME_ohe_365,-8843.08067742263,4402.547101604668,-2.0086282947885894,0.04457656829692325,-17472.07299656778,-214.08835827748044
COMPANY_NAME_ohe_366,-5842.098661717705,3359.144157729476,-1.7391628305903122,0.08200612542750796,-12426.021210867479,741.8238874320677
COMPANY_NAME_ohe_367,-11659.961268847135,6112.87487166292,-1.9074431447793092,0.05646322686479266,-23641.196017306458,321.27347961218766
COMPANY_NAME_ohe_368,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_369,-7472.744531931828,3092.318340872104,-2.416550855441469,0.01566833733595785,-13533.68848004115,-1411.8005838225044
COMPANY_NAME_ohe_370,-10576.226525177797,5103.294936439011,-2.072430979769651,0.03822526674198157,-20578.68460059826,-573.7684497573373
COMPANY_NAME_ohe_371,-13616.05905900458,7090.656481654913,-1.9202818658938448,0.05482230567908353,-27513.74576304821,281.62764503904873
COMPANY_NAME_ohe_372,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_373,25740.320665939984,13233.960685319786,1.9450201854153382,0.051772548927787154,-198.24227728679398,51678.88360916676
COMPANY_NAME_ohe_374,-1097.9145390182775,922.804366229074,-1.1897587172292754,0.23414123968221956,-2906.6110968272624,710.7820187907075
COMPANY_NAME_ohe_375,-5282.612684224865,2611.6250774963055,-2.0227301115094067,0.04310098061949419,-10401.397836117623,-163.82753233210678
COMPANY_NAME_ohe_376,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_377,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_378,-8078.782203482378,3807.3021652563034,-2.1219177918699614,0.033844642092415,-15541.094447384732,-616.469959580023
COMPANY_NAME_ohe_379,-11418.545358147701,5641.3227186031,-2.0240900809473903,0.04296088401966491,-22475.537886609774,-361.5528296856264
COMPANY_NAME_ohe_380,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_381,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_382,5836.6085477375,2998.143047262886,1.9467411847029623,0.05156577138284879,-39.751824897755796,11712.968920372756
COMPANY_NAME_ohe_383,-17441.318450151117,8055.616635868354,-2.165112770199625,0.03037905025063603,-33230.32705645309,-1652.3098438491434
COMPANY_NAME_ohe_384,-3509.5870652549265,1879.3793732823235,-1.8674181036293147,0.06184322362387773,-7193.170636888281,173.9965063784275
COMPANY_NAME_ohe_385,-11371.99252986042,5503.945897806344,-2.066152673192672,0.03881406598145576,-22159.726489560853,-584.2585701599855
COMPANY_NAME_ohe_386,-12354.957453423629,5914.764568358379,-2.08883334419052,0.0367227277112252,-23947.896007406052,-762.0188994412074
COMPANY_NAME_ohe_387,-15100.382342462923,7271.5005298604565,-2.0766528559618638,0.03783361073551905,-29352.52338098942,-848.2413039364274
COMPANY_NAME_ohe_388,-10280.955926037053,4679.115319968818,-2.1972008003653065,0.028006108474364577,-19452.021953175936,-1109.889898898171
COMPANY_NAME_ohe_389,-4799.434072078243,3294.708434606234,-1.4567098021988845,0.14519650284730123,-11257.062603906461,1658.194459749975
COMPANY_NAME_ohe_390,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_391,-10713.576881354156,5613.498058310515,-1.9085384496558644,0.05632165855323423,-21716.033075642765,288.879312934454
COMPANY_NAME_ohe_392,-6485.162244719882,3063.592309793343,-2.1168489762782254,0.03427266720977684,-12489.803171914835,-480.52131752493096
COMPANY_NAME_ohe_393,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_394,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_395,-11867.594676469527,6320.5464296747905,-1.877621627894623,0.06043294488401307,-24255.865678632115,520.6763256930626
COMPANY_NAME_ohe_396,-6155.904246027117,3017.9128839226187,-2.0397885833025784,0.04137138741366431,-12071.01349851545,-240.79499353878418
COMPANY_NAME_ohe_397,-7566.118006608656,3614.919453850264,-2.0930253365811393,0.036346892877880954,-14651.360136155174,-480.8758770621389
COMPANY_NAME_ohe_398,-3078.473077710891,1379.6317390395448,-2.231373047313354,0.0256564286678318,-5782.5512862283995,-374.39486919338333
COMPANY_NAME_ohe_399,-16915.95590034158,8327.627857082885,-2.0313054558452777,0.0422240182773268,-33238.106500224036,-593.8053004591256
COMPANY_NAME_ohe_400,4565.04385826541,2251.3313802858784,2.027708536486411,0.042590003892338135,152.43435290508842,8977.65336362573
COMPANY_NAME_ohe_401,-7186.380533162694,3739.7938530730707,-1.9215980386880114,0.05465635558631332,-14516.376485185912,143.6154188605251
COMPANY_NAME_ohe_402,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_403,-9095.538410019104,4432.059629432702,-2.052214809931003,0.04014879080541922,-17782.375283707202,-408.70153633100745
COMPANY_NAME_ohe_404,-9000.96230756009,4274.227922102781,-2.105868585298069,0.03521576916105218,-17378.44903488154,-623.4755802386389
COMPANY_NAME_ohe_405,6244.4920042197145,3409.0758155826356,1.831725764407057,0.06699228812206659,-437.2965943222516,12926.28060276168
COMPANY_NAME_ohe_406,-15174.266154983221,7352.317182254331,-2.063875344171504,0.03902953701340506,-29584.80783220171,-763.724477764732
COMPANY_NAME_ohe_407,-4331.2032995805075,2375.1747490566513,-1.82353037447065,0.06822310097809825,-8986.545807731545,324.13920857052926
COMPANY_NAME_ohe_408,-3384.549394314275,1611.1547563148865,-2.1006978882994365,0.035667494821102874,-6542.412716691453,-226.6860719370975
COMPANY_NAME_ohe_409,-8357.925215926098,3709.456415761206,-2.2531401583299084,0.024250313102853527,-15628.459790818062,-1087.3906410341342
COMPANY_NAME_ohe_410,-2905.6749684354304,1442.2664839919041,-2.0146588724665535,0.04394040429413315,-5732.517277059562,-78.83265981129853
COMPANY_NAME_ohe_411,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_412,-9262.781285005654,4568.2918128067195,-2.027624693115802,0.042598566828325524,-18216.633238106824,-308.92933190448457
COMPANY_NAME_ohe_413,-13273.405063906735,6343.782705401424,-2.0923486317721873,0.03640734033163495,-25707.219166493527,-839.5909613199437
COMPANY_NAME_ohe_414,-8880.185154520723,4512.812265464688,-1.967771897465875,0.049094289032058924,-17725.29719483151,-35.07311420993574
COMPANY_NAME_ohe_415,7685.185667246844,3658.5535710085533,2.1006076631340043,0.03567542080125419,514.42066807008,14855.950666423607
COMPANY_NAME_ohe_416,18281.26507071222,8946.062371251972,2.0434985038175872,0.04100311533260825,746.9828230583553,35815.54731836608
COMPANY_NAME_ohe_417,-7023.513165821824,3503.7118435722064,-2.0045921238377318,0.04500666934331354,-13890.788379223348,-156.23795242029973
COMPANY_NAME_ohe_418,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_419,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_420,651.5042061914219,585.5708724241293,1.1125966759486237,0.2658816887194635,-496.21470375987155,1799.2231161427153
