feature,coefficient,std_error,t_value,p_value,CI_lower,CI_upper
COMPANY_NAME_ohe_85,-4560.332759969037,6672.838755378812,-0.6834171972600215,0.4943432562439547,-17639.09672051151,8518.431200573432
COMPANY_NAME_ohe_86,-470.44153718268507,1590.638391727261,-0.2957564331587876,0.7674160965406767,-3588.0927849681166,2647.209710602747
COMPANY_NAME_ohe_87,-5983.42124092882,1610.9838000590075,-3.7141411606433645,0.00020389496335959656,-9140.949489044475,-2825.8929928131656
COMPANY_NAME_ohe_88,-6645.536708403709,3444.92543083682,-1.9290799878908893,0.053720932964799184,-13397.590552843876,106.5171360364584
COMPANY_NAME_ohe_89,5081.7468088344185,2895.603210379416,1.7549872823108759,0.07926148313337356,-593.635483509237,10757.129101178074
COMPANY_NAME_ohe_90,3436.356767860066,9624.247030047476,0.3570520121866733,0.7210528684251007,-15427.167411032988,22299.88094675312
COMPANY_NAME_ohe_91,7780.806229603498,4015.0976038236395,1.9378871941229314,0.05263698665120975,-88.78507389083552,15650.397533097832
COMPANY_NAME_ohe_92,51.97872941143724,1422.3822719788388,0.03654343170287386,0.9708490483288561,-2735.890523667087,2839.8479824899614
COMPANY_NAME_ohe_93,-6304.21149692667,2493.8092774624306,-2.527944520016184,0.011473248063180286,-11192.077680753035,-1416.3453131003062
COMPANY_NAME_ohe_94,-13372.448122741813,3630.2621263190754,-3.683604009141037,0.00022995939006720256,-20487.7618903272,-6257.134355156425
COMPANY_NAME_ohe_95,-8812.16536418332,2189.0154147884737,-4.025629652788373,5.682306105292412e-05,-13102.635577168729,-4521.695151197911
COMPANY_NAME_ohe_96,-9748.055574041911,3267.215364182787,-2.983597494339081,0.0028488126006407377,-16151.797687840175,-3344.3134602436485
COMPANY_NAME_ohe_97,14490.26507596082,5274.279125502328,2.7473451311852504,0.006007987533453996,4152.677989976259,24827.852161945382
COMPANY_NAME_ohe_98,14033.520174885585,7049.202827105567,1.9907953451025624,0.04650339133710224,217.082633758675,27849.957716012497
COMPANY_NAME_ohe_99,43450.319408030846,17802.211340783615,2.440725962425197,0.014657772793883472,8557.985180094962,78342.65363596674
COMPANY_NAME_ohe_100,352.22369696716845,1544.9270068027272,0.2279872741017752,0.8196561338168376,-2675.8332363661766,3380.2806303005136
COMPANY_NAME_ohe_101,-1128.175436833701,3785.3924868469503,-0.2980339398764478,0.765677259757743,-8547.544711053724,6291.193837386321
COMPANY_NAME_ohe_102,-3798.9578539927193,1697.26827659739,-2.2382777704469357,0.025202946817882488,-7125.603676123604,-472.31203186183484
COMPANY_NAME_ohe_103,-12000.159184824168,3255.604683900415,-3.686000098281969,0.0002278062619320842,-18381.14436526898,-5619.174004379355
COMPANY_NAME_ohe_104,-3889.0536449069796,709.213858499671,-5.48361202801959,4.167281675293566e-08,-5279.112807566335,-2498.9944822476245
COMPANY_NAME_ohe_105,-10424.276191076358,4345.221490009148,-2.399020674790599,0.016438986486154494,-18940.910311494288,-1907.6420706584286
COMPANY_NAME_ohe_106,809.9848983387101,5549.790525233487,0.14594873349830317,0.8839618596810448,-10067.604531118923,11687.574327796345
COMPANY_NAME_ohe_107,-9570.062315601162,4011.7855870269286,-2.3854869877762797,0.01705652577015715,-17433.162066173943,-1706.9625650283824
COMPANY_NAME_ohe_108,-9267.483140116596,4037.688315811864,-2.295244807238958,0.021719098666873826,-17181.352239107848,-1353.6140411253427
COMPANY_NAME_ohe_109,10493.319675123328,1121.9451883992865,9.352791726032951,0.0,8294.307105860727,12692.332244385929
COMPANY_NAME_ohe_110,1167.4918065131717,9809.80463640907,0.11901274793791798,0.9052652561708352,-18059.725280848605,20394.708893874948
COMPANY_NAME_ohe_111,4818.506734249276,5216.634619916674,0.9236810866248176,0.35565238216144257,-5406.097120787405,15043.110589285956
COMPANY_NAME_ohe_112,30510.27740842894,12140.108728779696,2.5131799137927313,0.011964829909699048,6715.664300020737,54304.89051683714
COMPANY_NAME_ohe_113,-6644.102541128275,2874.139397599726,-2.3116841676770967,0.020795094504869827,-12277.415760423739,-1010.7893218328118
COMPANY_NAME_ohe_114,-2236.6766814046846,1443.914938097028,-1.549036319516479,0.12137298946540764,-5066.74996007486,593.3965972654901
COMPANY_NAME_ohe_115,2693.8677166502266,1717.7479537676375,1.5682555236008917,0.11682151115594164,-672.9182727343427,6060.653706034796
COMPANY_NAME_ohe_116,-5406.221175644514,2757.9769333456225,-1.9602126146451786,0.049970944672593554,-10811.855965001934,-0.5863862870937737
COMPANY_NAME_ohe_117,-6316.240683258334,6742.8046249292875,-0.9367379057530638,0.34889339282189424,-19532.137748119738,6899.656381603069
COMPANY_NAME_ohe_118,5418.195985625882,3202.5523096329284,1.69183684192403,0.09067708688816212,-858.8065412546575,11695.19851250642
COMPANY_NAME_ohe_119,-5859.598688490358,1894.534668154955,-3.0928959955094886,0.001982135881654301,-9572.88663807407,-2146.3107389066463
COMPANY_NAME_ohe_120,-12535.526274348578,6399.744625989421,-1.9587541389451215,0.05014158678873981,-25079.02574128784,7.973192590687177
COMPANY_NAME_ohe_121,-10419.45265223781,3895.7923982290913,-2.674540013213788,0.007483184570603374,-18055.20575276683,-2783.6995517087908
COMPANY_NAME_ohe_122,-9713.243830354202,2954.9294381992554,-3.2871322424110025,0.001012132917339592,-15504.905529224743,-3921.582131483661
COMPANY_NAME_ohe_123,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_124,-9186.530428394894,3682.2801015041555,-2.494794033903704,0.012603026098048309,-16403.799427343038,-1969.2614294467485
COMPANY_NAME_ohe_125,-4871.973401358259,1899.2648414894443,-2.5651890641736688,0.01031195989174094,-8594.53249067757,-1149.4143120389485
COMPANY_NAME_ohe_126,-12847.380143968381,6480.7770539555995,-1.9823826737145462,0.047436427291920547,-25549.703169721353,-145.05711821540717
COMPANY_NAME_ohe_127,-11468.929564780869,4512.08985866258,-2.5418220656138155,0.011027629690849361,-20312.625687759522,-2625.233441802213
COMPANY_NAME_ohe_128,-1009.999471607055,558.4966484867967,-1.808425304509114,0.07054033254078274,-2104.6529026411768,84.65395942706664
COMPANY_NAME_ohe_129,-12398.155764980896,5959.065127108925,-2.080553828582829,0.03747476377040293,-24077.92341411439,-718.3881158474051
COMPANY_NAME_ohe_130,-729.7885957826503,10909.18676169081,-0.06689670015966806,0.9466639400467665,-22111.794648696636,20652.217457131334
COMPANY_NAME_ohe_131,-13732.365544890836,4790.600779991318,-2.8665226295303454,0.004150084876922033,-23121.943073673818,-4342.788016107854
COMPANY_NAME_ohe_132,-14027.578160325975,6147.917374549391,-2.2816796820328316,0.022508258490977262,-26077.49621444278,-1977.6601062091686
COMPANY_NAME_ohe_133,-2466.7174967648207,1309.6338298458854,-1.8835169346954774,0.05963034704485448,-5033.599803262756,100.16480973311491
COMPANY_NAME_ohe_134,-8955.946565898044,3062.9134883494835,-2.9239959273953073,0.0034556926796440735,-14959.257003063032,-2952.6361287330565
COMPANY_NAME_ohe_135,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_136,-3976.6870796059525,4723.248078565667,-0.8419390668155574,0.3998220613929595,-13234.25331359466,5280.879154382756
COMPANY_NAME_ohe_137,5956.797278562802,1981.2686127398506,3.0065571322634965,0.0026422439662221464,2073.5107975926944,9840.083759532909
COMPANY_NAME_ohe_138,3152.4481611329957,1935.3784017287965,1.6288536434616814,0.10334400549408151,-640.8935062554451,6945.789828521436
COMPANY_NAME_ohe_139,5351.690034113595,5558.818908627182,0.9627386900134258,0.3356786753200489,-5543.595026795681,16246.975095022872
COMPANY_NAME_ohe_140,-8479.767931270808,5476.725281337516,-1.5483281515263247,0.12154330991887807,-19214.149482692337,2254.6136201507234
COMPANY_NAME_ohe_141,-699.2845439460151,9899.87892600987,-0.07063566627151274,0.943687723715863,-20103.04723892536,18704.47815103333
COMPANY_NAME_ohe_142,3164.363406719811,2500.1384412983343,1.2656752739966437,0.2056293642162581,-1735.9079382249247,8064.6347516645465
COMPANY_NAME_ohe_143,-8280.414233914995,4051.4193566128265,-2.043830446828344,0.040970300201676135,-16221.196172876134,-339.6322949538553
COMPANY_NAME_ohe_144,26582.843320217333,12164.886960760312,2.18521087832253,0.02887338827547703,2739.664877127121,50426.021763307544
COMPANY_NAME_ohe_145,-14775.490939300918,6808.219513240955,-2.170243029115737,0.029988439956334156,-28119.60118525319,-1431.3806933486467
COMPANY_NAME_ohe_146,17841.332749083165,7943.392317428948,2.246059622402976,0.024700189186931176,2272.283806922427,33410.38169124391
COMPANY_NAME_ohe_147,-3737.2466697961017,6335.82037524144,-0.5898599468507952,0.5552845487145652,-16155.454605269326,8680.96126567712
COMPANY_NAME_ohe_148,9257.029700943174,3642.862596068001,2.54114160411511,0.011049115980407365,2117.019012649892,16397.040389236456
COMPANY_NAME_ohe_149,47797.24134559239,13076.2025193731,3.65528457323739,0.0002568968545402228,22167.884407621113,73426.59828356367
COMPANY_NAME_ohe_150,-9607.143199899801,3332.4995894249505,-2.88286403106732,0.003940775017630793,-16138.842395172705,-3075.4440046268983
COMPANY_NAME_ohe_151,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_152,4676.036197384646,2336.678612825538,2.0011464870345734,0.04537660586379211,96.14611624659119,9255.9262785227
COMPANY_NAME_ohe_153,-6363.364182980938,3001.1916145795217,-2.1202792091208975,0.033982505939692764,-12245.699747556799,-481.0286184050756
COMPANY_NAME_ohe_154,-11655.130471414352,4372.27067204563,-2.6656928048695874,0.007682986208902065,-20224.78098862379,-3085.479954204917
COMPANY_NAME_ohe_155,-9016.201332425793,2742.0162660582896,-3.288164787361669,0.0010084279495532478,-14390.55321390004,-3641.849450951546
COMPANY_NAME_ohe_156,-9156.94542905919,3584.6375300911486,-2.5544968918590634,0.01063413791329948,-16182.834988037841,-2131.0558700805386
COMPANY_NAME_ohe_157,-5679.835412824753,1937.772059863263,-2.9311163735251426,0.003377462320665936,-9477.868650156748,-1881.8021754927577
COMPANY_NAME_ohe_158,-7451.733261909797,2300.215023117582,-3.2395811639427246,0.0011970539237839972,-11960.154707220257,-2943.3118165993365
COMPANY_NAME_ohe_159,-7909.613827904685,2941.534791193756,-2.688941110465243,0.007167906311515093,-13675.022018644448,-2144.2056371649232
COMPANY_NAME_ohe_160,-12887.568979789421,4534.352240689349,-2.842207286884741,0.004480235131555155,-21774.899371540545,-4000.238588038297
COMPANY_NAME_ohe_161,-9299.67652106889,3481.1241975029943,-2.6714578375972726,0.007552255949569542,-16122.679948174758,-2476.6730939630215
COMPANY_NAME_ohe_162,-11030.434104686356,4926.848513468341,-2.238841741233341,0.025166215260370883,-20687.057191084303,-1373.8110182884084
COMPANY_NAME_ohe_163,-6865.856969565882,3042.1406985084845,-2.256916313217238,0.024013304498029964,-12828.45273864251,-903.2612004892517
COMPANY_NAME_ohe_164,-4284.518544221248,2964.932293996164,-1.445064547644875,0.14843975590719727,-10095.78584045373,1526.7487520112336
COMPANY_NAME_ohe_165,-3469.428371644861,1991.0475456121958,-1.742514074709402,0.08141853081645989,-7371.881561044765,433.02481775504293
COMPANY_NAME_ohe_166,1169.8518072808474,1450.9051173379892,0.8062910477752004,0.42007505111725796,-1673.9222227016112,4013.625837263306
COMPANY_NAME_ohe_167,17254.634594305433,5815.453077756553,2.9670318655484382,0.003006897935594832,5856.346561902588,28652.922626708278
COMPANY_NAME_ohe_168,-3740.85514428651,1648.3354130577648,-2.26947447385541,0.023239487799300296,-6971.592553879729,-510.11773469329137
COMPANY_NAME_ohe_169,-11931.661654634809,4828.6347593316095,-2.4710217793085714,0.013472761322117499,-21395.785782924762,-2467.537526344855
COMPANY_NAME_ohe_170,-1327.138692691992,3395.8667784880968,-0.39080999911394015,0.6959376833958388,-7983.0375785286615,5328.760193144677
COMPANY_NAME_ohe_171,-8268.194803848402,4094.737951002426,-2.019224405269763,0.04346390081442064,-16293.881187813156,-242.50841988364755
COMPANY_NAME_ohe_172,-2990.7879399489716,1495.3625058425862,-2.0000420822800846,0.04549571996163193,-5921.69845140044,-59.87742849750293
COMPANY_NAME_ohe_173,-8469.277103513385,5828.448864242123,-1.4530928040688318,0.14619798874130163,-19893.036877427945,2954.4826704011757
COMPANY_NAME_ohe_174,-13530.354434846593,6333.04470615377,-2.136469117563508,0.03264119557318246,-25943.122058907982,-1117.5868107852039
COMPANY_NAME_ohe_175,0.0,0.0,,,0.0,0.0
COMPANY_NAME_ohe_176,16164.14162426549,4722.756002575427,3.4226078195551097,0.0006202349403627849,6907.539859217653,25420.743389313327
COMPANY_NAME_ohe_177,-5830.91415074986,2620.3602292336523,-2.225233800184474,0.02606554690252838,-10966.820200047818,-695.0081014519019
COMPANY_NAME_ohe_178,-4580.607359294924,3129.237530733287,-1.4638094150115641,0.14324602925217556,-10713.912919532166,1552.6982009423182
COMPANY_NAME_ohe_179,-10526.60333954611,5024.4532820872055,-2.09507437895278,0.03616438110801923,-20374.531772437032,-678.6749066551874
COMPANY_NAME_ohe_180,301.3094990805127,620.2526856453619,0.48578507768492046,0.6271195554053475,-914.3857647843965,1517.004762945422
COMPANY_NAME_ohe_181,-7254.409619388821,2438.0725812993664,-2.975469095970308,0.00292540824292975,-12033.031878735579,-2475.7873600420626
COMPANY_NAME_ohe_182,-11645.239962369646,4520.217037407386,-2.57625681820112,0.009987643301230253,-20504.86535568812,-2785.6145690511694
COMPANY_NAME_ohe_183,-11326.871588740858,4639.647664988097,-2.4413214982284472,0.014633620682489079,-20420.581012117527,-2233.1621653641887
COMPANY_NAME_ohe_184,4241.021752520476,2113.4853249640614,2.0066483085670783,0.04478712364021109,98.59051559091586,8383.452989450037
COMPANY_NAME_ohe_185,-10051.398480600226,3312.850703874875,-3.0340632219989905,0.0024128386005204394,-16544.58586019498,-3558.2111010054714
COMPANY_NAME_ohe_186,-7850.910820523199,4042.0315425737103,-1.9423180491867797,0.0520986093174618,-15773.29264396767,71.4710029212738
COMPANY_NAME_ohe_187,-21464.747019999384,10746.149758128016,-1.997436058786003,0.045777833986251126,-42527.200545930296,-402.2934940684718
COMPANY_NAME_ohe_188,17324.667037664847,5584.323233399321,3.102375402277507,0.0019197434248419132,6379.393500202179,28269.940575127515
COMPANY_NAME_ohe_189,-8446.622976512315,6087.283662115772,-1.3875849139542975,0.1652634778626112,-20377.698954259227,3484.4530012345986
COMPANY_NAME_ohe_190,-6778.592328321409,2886.046163928128,-2.348747020420224,0.018836700013798335,-12435.24280962054,-1121.9418470222781
COMPANY_NAME_ohe_191,-15300.091301694369,5122.246890315972,-2.9869882552167577,0.002817405459673905,-25339.695206713674,-5260.487396675062
COMPANY_NAME_ohe_192,17985.146121417933,5042.503934321834,3.5667093879693232,0.0003614919856906873,8101.838410147138,27868.453832688727
COMPANY_NAME_ohe_193,4382.778886495943,2086.688517349195,2.100351274306893,0.03569795190640246,292.86939249152056,8472.688380500365
COMPANY_NAME_ohe_194,-8307.02908698378,2231.4381384783624,-3.722724347020625,0.00019708465469703285,-12680.647838401372,-3933.410335566191
COMPANY_NAME_ohe_195,-8123.795877569003,3903.308177461699,-2.0812591546004615,0.03741019163770787,-15774.279905393932,-473.3118497440737
COMPANY_NAME_ohe_196,-15190.353726290512,7713.898613234645,-1.9692187424175631,0.04892797752886757,-30309.59500823042,-71.11244435060689
COMPANY_NAME_ohe_197,4883.3815447860625,1619.6279705990946,3.0151254692024843,0.002568729692611793,1708.910722411837,8057.852367160288
COMPANY_NAME_ohe_198,3352.8896104679393,1384.0073907250926,2.422595163101935,0.015410089045380992,640.2351246467579,6065.544096289121
COMPANY_NAME_ohe_199,1249.3865320574168,6283.836244005547,0.19882544413044922,0.8423992917969514,-11066.932506193456,13565.70557030829
