feature,coefficient,std_error,t_value,p_value,CI_lower,CI_upper,abs_t
COMPANY_NAME_ohe_333,-9031.24884683278,4303.5942981455155,-2.098536298071703,0.035857796917072804,-17466.29367119799,-596.2040224675693,2.098536298071703
COMPANY_NAME_ohe_600,31176.374888349386,14861.707808889945,2.097765296509219,0.03592588353908721,2047.4275829250946,60305.32219377368,2.097765296509219
COMPANY_NAME_ohe_759,-16074.372072073029,7663.458852904879,-2.097534857381004,0.035946254847773584,-31094.75142376659,-1053.9927203794668,2.097534857381004
COMPANY_NAME_ohe_799,-2190.585533053776,1044.4084869023588,-2.097441336914924,0.03595452506512542,-4237.626167382399,-143.54489872515273,2.097441336914924
COMPANY_NAME_ohe_587,38397.10123119118,18323.873851357544,2.095468542441777,0.03612936202324235,2482.308482530396,74311.89397985197,2.095468542441777
COMPANY_NAME_ohe_179,-10526.60333954611,5024.4532820872055,-2.09507437895278,0.03616438110801923,-20374.531772437032,-678.6749066551874,2.09507437895278
COMPANY_NAME_ohe_775,-6178.01002878541,2949.6396328936635,-2.09449654794767,0.03621577025864031,-11959.30370925699,-396.71634831383017,2.09449654794767
COMPANY_NAME_ohe_439,-7739.553968753533,3695.3709402676727,-2.094391630463198,0.03622510772368148,-14982.48101167817,-496.62692582889485,2.094391630463198
COMPANY_NAME_ohe_789,-19070.16281858995,9105.771818797033,-2.0942939487263934,0.03623380306497492,-36917.47558343213,-1222.8500537477667,2.0942939487263934
COMPANY_NAME_ohe_224,-13078.742262845433,6245.45838408514,-2.094120472593824,0.036249249786109106,-25319.840695652307,-837.6438300385598,2.094120472593824
COMPANY_NAME_ohe_228,-4366.064658118362,2085.6632698043495,-2.093369874863803,0.03631614946471373,-8453.964666934888,-278.164649301837,2.093369874863803
COMPANY_NAME_ohe_397,-7566.118006608656,3614.919453850264,-2.0930253365811393,0.036346892877880954,-14651.360136155174,-480.8758770621389,2.0930253365811393
COMPANY_NAME_ohe_413,-13273.405063906735,6343.782705401424,-2.0923486317721873,0.03640734033163495,-25707.219166493527,-839.5909613199437,2.0923486317721873
COMPANY_NAME_ohe_239,25995.56607749405,12429.872208473815,2.091378385995964,0.036494158136588295,1633.0165488853745,50358.11560610273,2.091378385995964
COMPANY_NAME_ohe_657,11636.469224008117,5564.10216336198,2.091347154017217,0.036496955709039325,730.8289838186356,22542.109464197598,2.091347154017217
COMPANY_NAME_ohe_719,22022.704192007233,10531.913647989411,2.0910448877646717,0.036524040342097,1380.1534419479867,42665.25494206648,2.0910448877646717
COMPANY_NAME_ohe_611,-8389.088439472178,4013.323878787381,-2.0903093527569787,0.036590019667982476,-16255.203241895444,-522.9736370489109,2.0903093527569787
COMPANY_NAME_ohe_241,-10430.097958492905,4989.803820197316,-2.09028217026786,0.036592459949590594,-20210.113446079646,-650.0824709061653,2.09028217026786
COMPANY_NAME_ohe_783,-7109.402486400393,3401.715416639738,-2.0899462816978263,0.03662262546483186,-13776.76470301428,-442.04026978650654,2.0899462816978263
COMPANY_NAME_ohe_386,-12354.957453423629,5914.764568358379,-2.08883334419052,0.0367227277112252,-23947.896007406052,-762.0188994412074,2.08883334419052
COMPANY_NAME_ohe_803,-13869.477874752334,6639.826827527332,-2.088831265486079,0.03672291489643653,-26883.538456705905,-855.4172927987638,2.088831265486079
COMPANY_NAME_ohe_331,-7180.171652372149,3437.8132438389234,-2.088586884479572,0.03674492682172925,-13918.28561029644,-442.0576944478589,2.088586884479572
COMPANY_NAME_ohe_314,-14030.024119853417,6723.238164296263,-2.08679564474747,0.0369066110031433,-27207.570921874092,-852.4773178327414,2.08679564474747
COMPANY_NAME_ohe_777,-10344.425572100467,4963.148533490754,-2.084246623347554,0.037137739808394965,-20072.196697742344,-616.6544464585895,2.084246623347554
COMPANY_NAME_ohe_450,-5934.389938006424,2849.1751170279304,-2.082844926778942,0.03726536094941135,-11518.773167381169,-350.00670863168034,2.082844926778942
COMPANY_NAME_ohe_699,-15952.506235560035,7659.809578184126,-2.0826243880780413,0.03728547442507146,-30965.73300880092,-939.2794623191494,2.0826243880780413
COMPANY_NAME_ohe_695,27409.41744180552,13161.963525640478,2.082471767104501,0.037299399107135756,1611.9689315501819,53206.865952060856,2.082471767104501
COMPANY_NAME_ohe_235,-9925.703095254365,4768.520985747942,-2.0815055915492673,0.03738765283160439,-19272.00422732033,-579.4019631883984,2.0815055915492673
COMPANY_NAME_ohe_195,-8123.795877569003,3903.308177461699,-2.0812591546004615,0.03741019163770787,-15774.279905393932,-473.3118497440737,2.0812591546004615
COMPANY_NAME_ohe_284,-11574.493105861815,5561.792740798594,-2.0810723529765838,0.03742728397794348,-22475.60687782706,-673.3793338965697,2.0810723529765838
COMPANY_NAME_ohe_255,12566.267407568324,6039.221370106187,2.0807760864290645,0.037454405983267325,729.3935221601969,24403.141292976452,2.0807760864290645
COMPANY_NAME_ohe_129,-12398.155764980896,5959.065127108925,-2.080553828582829,0.03747476377040293,-24077.92341411439,-718.3881158474051,2.080553828582829
COMPANY_NAME_ohe_352,-9505.586449997472,4570.867520757857,-2.079602265178193,0.0375620290572658,-18464.486790682873,-546.6861093120733,2.079602265178193
COMPANY_NAME_ohe_360,-13338.027935700999,6415.432165066624,-2.079053693113515,0.037612415639932006,-25912.27497923158,-763.7808921704145,2.079053693113515
COMPANY_NAME_ohe_786,-11768.04022175068,5661.046005692304,-2.078774878338325,0.03763804693395123,-22863.690392907596,-672.3900505937636,2.078774878338325
COMPANY_NAME_ohe_227,-16388.05990675022,7888.749126918326,-2.0773965102819894,0.03776497802437295,-31850.008195510138,-926.1116179903001,2.0773965102819894
COMPANY_NAME_ohe_656,-8472.75941170388,4079.0908187394175,-2.077119580858526,0.03779052377147307,-16467.77741643314,-477.7414069746228,2.077119580858526
COMPANY_NAME_ohe_761,-7717.622928931813,3715.949679839024,-2.0768911298244874,0.037811608624692905,-15000.8843014163,-434.3615564473257,2.0768911298244874
COMPANY_NAME_ohe_387,-15100.382342462923,7271.5005298604565,-2.0766528559618638,0.03783361073551905,-29352.52338098942,-848.2413039364274,2.0766528559618638
COMPANY_NAME_ohe_584,-12488.089798078052,6014.300392335658,-2.07639941197355,0.03785702560126447,-24276.118567055943,-700.0610291001612,2.07639941197355
COMPANY_NAME_ohe_510,-7997.102949597301,3851.815750115885,-2.0761904173003867,0.03787634321158051,-15546.661819824436,-447.5440793701664,2.0761904173003867
COMPANY_NAME_ohe_234,-17519.47650073688,8444.231234462852,-2.0747272326266795,0.0380118219746417,-34070.16972028407,-968.7832811896915,2.0747272326266795
COMPANY_NAME_ohe_601,-7077.833886903679,3411.7601014905836,-2.0745403182982893,0.03802915834063825,-13764.883685825222,-390.78408798213513,2.0745403182982893
COMPANY_NAME_ohe_674,17009.467835186166,8200.784932266311,2.0741268031870637,0.03806753589891021,935.9293679441962,33083.00630242813,2.0741268031870637
COMPANY_NAME_ohe_623,-9851.12458277541,4753.012111705284,-2.072606665258639,0.03820890023615431,-19167.028321717768,-535.2208438330526,2.072606665258639
COMPANY_NAME_ohe_370,-10576.226525177797,5103.294936439011,-2.072430979769651,0.03822526674198157,-20578.68460059826,-573.7684497573373,2.072430979769651
COMPANY_NAME_ohe_603,-5314.114539079747,2567.115389564969,-2.0700723312559366,0.03844557148206551,-10345.660702627087,-282.568375532408,2.0700723312559366
COMPANY_NAME_ohe_596,4381.760428621987,2116.971601210099,2.069824850799743,0.03846874932288147,232.49609025019254,8531.024766993782,2.069824850799743
COMPANY_NAME_ohe_546,-11059.44292015431,5343.189096960537,-2.069820610774463,0.03846914652691602,-21532.093550196965,-586.7922901116563,2.069820610774463
COMPANY_NAME_ohe_385,-11371.99252986042,5503.945897806344,-2.066152673192672,0.03881406598145576,-22159.726489560853,-584.2585701599855,2.066152673192672
COMPANY_NAME_ohe_707,-17355.921439899692,8400.213437967936,-2.066128624952915,0.03881633603145973,-33820.33977831685,-891.5031014825399,2.066128624952915
COMPANY_NAME_ohe_481,8512.507407058176,4120.482478423716,2.0659006443135324,0.03883786202333761,436.36174934769224,16588.65306476866,2.0659006443135324
COMPANY_NAME_ohe_316,-9381.960153045799,4542.015604065092,-2.0655939941397317,0.03886683200751362,-18284.31073701338,-479.60956907821856,2.0655939941397317
COMPANY_NAME_ohe_233,-8670.862407847379,4199.114327352195,-2.0649264897045327,0.038929956245075115,-16901.12648945768,-440.59832623707734,2.0649264897045327
COMPANY_NAME_ohe_768,-13542.416280728008,6559.619593019396,-2.0645124444624123,0.03896915522327493,-26399.270683046023,-685.5618784099916,2.0645124444624123
COMPANY_NAME_ohe_406,-15174.266154983221,7352.317182254331,-2.063875344171504,0.03902953701340506,-29584.80783220171,-763.724477764732,2.063875344171504
COMPANY_NAME_ohe_440,18761.843642015774,9093.012812551106,2.0633253277856114,0.03908172924090936,939.5385294156076,36584.14875461594,2.0633253277856114
COMPANY_NAME_ohe_503,14088.92509468203,6829.601466131652,2.0629205327060065,0.039120178964983765,702.9062210639931,27474.943968300067,2.0629205327060065
COMPANY_NAME_ohe_362,-17292.48835265915,8385.655892891036,-2.062150960346335,0.03919336589536515,-33728.37390272558,-856.602802592719,2.062150960346335
COMPANY_NAME_ohe_482,-7755.907161390663,3762.963773510204,-2.061116616638518,0.039291915917595066,-15131.316157470663,-380.49816531066244,2.061116616638518
COMPANY_NAME_ohe_488,-4728.114956597789,2294.301861705114,-2.06080770604609,0.0393213890191344,-9224.946605539812,-231.2833076557663,2.06080770604609
COMPANY_NAME_ohe_448,-12642.926885737004,6141.6068396481705,-2.0585698850207206,0.039535460133846456,-24680.47629144742,-605.377480026591,2.0585698850207206
COMPANY_NAME_ohe_253,-11728.914332696844,5698.022991506792,-2.0584182180695687,0.03955000439911549,-22897.039396050157,-560.7892693435315,2.0584182180695687
COMPANY_NAME_ohe_313,-2407.8346251420444,1170.0343654019334,-2.057917866638813,0.03959801834696375,-4701.1019813298335,-114.56726895425481,2.057917866638813
COMPANY_NAME_ohe_824,-10006.706098500194,4862.903702441654,-2.057763573125219,0.039612834398513375,-19537.997355285836,-475.4148417145516,2.057763573125219
COMPANY_NAME_ohe_272,-8513.98346906624,4138.335198421496,-2.0573450580595227,0.03965304604545983,-16625.12045797237,-402.8464801601076,2.0573450580595227
COMPANY_NAME_ohe_298,-13174.001131831461,6403.537332096364,-2.0573005900659926,0.03965732064203831,-25724.934302740334,-623.0679609225881,2.0573005900659926
COMPANY_NAME_ohe_498,-9324.403815137808,4533.588735983805,-2.0567379085642576,0.0397114435939554,-18210.237737666066,-438.56989260955015,2.0567379085642576
COMPANY_NAME_ohe_447,-15319.089614679651,7464.538973736011,-2.052248594130178,0.040145509063411744,-29949.586003202232,-688.5932261570706,2.052248594130178
COMPANY_NAME_ohe_403,-9095.538410019104,4432.059629432702,-2.052214809931003,0.04014879080541922,-17782.375283707202,-408.70153633100745,2.052214809931003
COMPANY_NAME_ohe_686,-8837.16407436061,4310.067013014193,-2.0503542166924325,0.04032987746413008,-17284.89541986843,-389.4327288527911,2.0503542166924325
COMPANY_NAME_ohe_598,-11280.79026643752,5502.094184537014,-2.050272112415096,0.0403378843886002,-22064.894868130068,-496.6856647449713,2.050272112415096
COMPANY_NAME_ohe_526,-5940.3614197498255,2898.087529010947,-2.0497522453288837,0.04038861385292192,-11620.612976611283,-260.1098628883692,2.0497522453288837
COMPANY_NAME_ohe_593,-8374.957373298705,4086.2576138322033,-2.0495421886640286,0.04040912685890419,-16384.02229640982,-365.8924501875863,2.0495421886640286
COMPANY_NAME_ohe_262,-8699.21464193721,4245.023155873098,-2.0492737783777746,0.04043535122138042,-17019.460027448484,-378.9692564259367,2.0492737783777746
COMPANY_NAME_ohe_308,-13987.945562798452,6827.699882984188,-2.04870539164424,0.04049093167504214,-27370.23733344746,-605.6537921494437,2.04870539164424
COMPANY_NAME_ohe_421,-9001.203396175619,4395.811087458746,-2.0476774859265587,0.040591611298528285,-17616.99312759476,-385.41366475647555,2.0476774859265587
COMPANY_NAME_ohe_68,-4745.034889944911,2317.952921007366,-2.0470799242474484,0.0406502377755551,-9288.222615119348,-201.84716477047368,2.0470799242474484
COMPANY_NAME_ohe_661,-14348.681516030041,7010.09740443799,-2.0468590788690184,0.040671922962435714,-28088.4724287285,-608.8906033315816,2.0468590788690184
COMPANY_NAME_ohe_143,-8280.414233914995,4051.4193566128265,-2.043830446828344,0.040970300201676135,-16221.196172876134,-339.6322949538553,2.043830446828344
COMPANY_NAME_ohe_416,18281.26507071222,8946.062371251972,2.0434985038175872,0.04100311533260825,746.9828230583553,35815.54731836608,2.0434985038175872
COMPANY_NAME_ohe_455,-10954.42582436335,5363.696974329939,-2.0423274985126905,0.041119056160586975,-21467.27189405003,-441.57975467666984,2.0423274985126905
COMPANY_NAME_ohe_289,22568.502541632635,11052.388874604889,2.041956973979477,0.04115579945955394,905.8203474070542,44231.184735858216,2.041956973979477
COMPANY_NAME_ohe_451,-9201.054188759843,4507.093988681624,-2.0414604647397767,0.04120507971612142,-18034.958406575824,-367.14997094385944,2.0414604647397767
COMPANY_NAME_ohe_476,-12071.152434517435,5913.681770764029,-2.041224553914047,0.041228512191831435,-23661.96870521493,-480.3361638199367,2.041224553914047
COMPANY_NAME_ohe_361,6661.6653800319655,3264.279995510528,2.0407763394053124,0.041273063396491505,263.6765888313312,13059.6541712326,2.0407763394053124
COMPANY_NAME_ohe_722,-7631.568221409778,3741.221319367938,-2.0398601338824554,0.041364258409533505,-14964.362007370935,-298.77443544861944,2.0398601338824554
COMPANY_NAME_ohe_791,-9272.738335593722,4545.882510475656,-2.0398103809822117,0.04136921547272676,-18182.668056126007,-362.8086150614363,2.0398103809822117
COMPANY_NAME_ohe_396,-6155.904246027117,3017.9128839226187,-2.0397885833025784,0.04137138741366431,-12071.01349851545,-240.79499353878418,2.0397885833025784
COMPANY_NAME_ohe_727,5430.696281343232,2662.5250118454255,2.039678972848092,0.04138231056446795,212.1472581261978,10649.245304560267,2.039678972848092
COMPANY_NAME_ohe_624,-9784.613609376587,4797.187291162636,-2.039656368514478,0.04138456348679331,-19187.100700055355,-382.12651869781985,2.039656368514478
COMPANY_NAME_ohe_485,10642.337672389947,5219.077619444544,2.0391223216800114,0.041437820940715575,412.94553827864,20871.729806501255,2.0391223216800114
COMPANY_NAME_ohe_334,12278.386085569187,6025.004032871192,2.0379050401594454,0.04155943045612087,469.3781811416502,24087.393989996723,2.0379050401594454
COMPANY_NAME_ohe_291,-7096.428338358442,3483.3486059904008,-2.0372432222702423,0.04162567446051302,-13923.791606099627,-269.0650706172564,2.0372432222702423
COMPANY_NAME_ohe_528,-7421.788058764274,3643.4486114543706,-2.037022845726837,0.041647752662776316,-14562.94733721484,-280.62878031370747,2.037022845726837
COMPANY_NAME_ohe_563,-7159.111641477656,3515.0810138582974,-2.0366846776084744,0.04168165097419818,-14048.670428639918,-269.55285431539323,2.0366846776084744
COMPANY_NAME_ohe_512,-10504.605209573907,5160.940799247404,-2.035405097284926,0.04181012887367297,-20620.04917609882,-389.16124304899495,2.035405097284926
COMPANY_NAME_ohe_473,-8103.855400243622,3987.511730580816,-2.0323088551925648,0.042122398570463515,-15919.378392182021,-288.3324083052221,2.0323088551925648
COMPANY_NAME_ohe_399,-16915.95590034158,8327.627857082885,-2.0313054558452777,0.0422240182773268,-33238.106500224036,-593.8053004591256,2.0313054558452777
COMPANY_NAME_ohe_721,-7593.080481179083,3739.0137855222624,-2.030770924295613,0.042278237818137,-14921.547500802717,-264.61346155544925,2.030770924295613
COMPANY_NAME_ohe_770,-12513.742553722655,6162.891938557618,-2.030498454050682,0.04230589815353225,-24593.010753295588,-434.4743541497246,2.030498454050682
COMPANY_NAME_ohe_730,16319.482840757482,8046.049222276032,2.0282603784694593,0.042533680499642124,549.2263650964596,32089.739316418505,2.0282603784694593
COMPANY_NAME_ohe_400,4565.04385826541,2251.3313802858784,2.027708536486411,0.042590003892338135,152.43435290508842,8977.65336362573,2.027708536486411
COMPANY_NAME_ohe_412,-9262.781285005654,4568.2918128067195,-2.027624693115802,0.042598566828325524,-18216.633238106824,-308.92933190448457,2.027624693115802
COMPANY_NAME_ohe_364,-11825.809174018103,5835.206482152455,-2.0266307987880956,0.042700184374314665,-23262.813879036912,-388.8044689992912,2.0266307987880956
COMPANY_NAME_ohe_632,-7939.952405468803,3918.3761149793695,-2.026337485856844,0.04273021235789143,-15619.969590828367,-259.9352201092388,2.026337485856844
COMPANY_NAME_ohe_765,-977.9909062912546,482.85941919826615,-2.0254154054095057,0.04282472688452432,-1924.3953679198562,-31.58644466265298,2.0254154054095057
COMPANY_NAME_ohe_379,-11418.545358147701,5641.3227186031,-2.0240900809473903,0.04296088401966491,-22475.537886609774,-361.5528296856264,2.0240900809473903
COMPANY_NAME_ohe_592,-3956.6257434468794,1955.112690025817,-2.023732833218239,0.042997648395600274,-7788.646615897481,-124.6048709962779,2.023732833218239
COMPANY_NAME_ohe_524,-9062.798995261872,4478.935654302839,-2.023426924330871,0.043029150621299195,-17841.512877695437,-284.0851128283084,2.023426924330871
COMPANY_NAME_ohe_266,-16106.906400046737,7961.822189013325,-2.023017597940453,0.043071333202511664,-31712.077890512854,-501.7349095806185,2.023017597940453
COMPANY_NAME_ohe_688,-13710.1873015032,6777.21845936425,-2.0229814611567516,0.043075058908589314,-26993.53548185713,-426.8391211492708,2.0229814611567516
COMPANY_NAME_ohe_345,-13124.99648952783,6488.440588334234,-2.0228275670930334,0.04309092845228579,-25842.34004266293,-407.65293639273114,2.0228275670930334
COMPANY_NAME_ohe_375,-5282.612684224865,2611.6250774963055,-2.0227301115094067,0.04310098061949419,-10401.397836117623,-163.82753233210678,2.0227301115094067
COMPANY_NAME_ohe_746,-10190.603089597813,5038.687899554809,-2.022471582432839,0.04312765649805517,-20066.431372725237,-314.7748064703883,2.022471582432839
COMPANY_NAME_ohe_610,-13351.062090256433,6602.9803203775955,-2.021975144928638,0.04317891967087517,-26292.903518196523,-409.2206623163456,2.021975144928638
COMPANY_NAME_ohe_664,-10639.239368343702,5262.331641111948,-2.0217728744468864,0.04319982130235944,-20953.40938492312,-325.0693517642849,2.0217728744468864
COMPANY_NAME_ohe_662,-13612.597990688184,6735.738829142058,-2.020950980431948,0.043284839741540626,-26814.646095806616,-410.5498855697497,2.020950980431948
COMPANY_NAME_ohe_501,17208.987665283443,8519.275139930249,2.0200060900280232,0.043382755837908515,511.2083910201545,33906.76693954673,2.0200060900280232
COMPANY_NAME_ohe_763,19481.334126497877,9645.638668908008,2.019703909218007,0.0434141093753011,575.882335438182,38386.78591755757,2.019703909218007
COMPANY_NAME_ohe_171,-8268.194803848402,4094.737951002426,-2.019224405269763,0.04346390081442064,-16293.881187813156,-242.50841988364755,2.019224405269763
COMPANY_NAME_ohe_677,-9199.854984816757,4556.816510674643,-2.0189215350816716,0.04349537554818439,-18131.215345739056,-268.4946238944576,2.0189215350816716
COMPANY_NAME_ohe_806,-8801.658242714544,4361.196005305882,-2.0181753427285414,0.043573003163516866,-17349.602413114073,-253.71407231501507,2.0181753427285414
COMPANY_NAME_ohe_612,10634.595237582136,5269.561110226784,2.018117830903086,0.04357899106738028,306.25546153763935,20962.935013626633,2.018117830903086
COMPANY_NAME_ohe_40,18168.020397273798,9005.574269935338,2.0174194174298057,0.043651762603794,517.0948282005374,35818.94596634706,2.0174194174298057
COMPANY_NAME_ohe_671,6845.899449375362,3395.931324058378,2.0159122185056524,0.043809155722574156,189.8740542209407,13501.924844529782,2.0159122185056524
COMPANY_NAME_ohe_351,10461.184659549392,5189.520415753633,2.0158287898420757,0.04381788195440128,289.7246446722711,20632.644674426512,2.0158287898420757
COMPANY_NAME_ohe_252,-5382.818202017363,2670.5335741525355,-2.0156339744672715,0.04383826440903649,-10617.064007356332,-148.5723966783935,2.0156339744672715
COMPANY_NAME_ohe_410,-2905.6749684354304,1442.2664839919041,-2.0146588724665535,0.04394040429413315,-5732.517277059562,-78.83265981129853,2.0146588724665535
COMPANY_NAME_ohe_827,-13169.364564684913,6536.993100894674,-2.0145905558447827,0.043947567842066215,-25981.871042438474,-356.85808693135186,2.0145905558447827
COMPANY_NAME_ohe_537,-13810.420916215318,6856.61937369468,-2.0141734816429793,0.04399132281873408,-27249.39488865689,-371.44694377374617,2.0141734816429793
COMPANY_NAME_ohe_423,-3097.854804800579,1538.044778398816,-2.0141512446897716,0.043993656715024976,-6112.422570462259,-83.28703913889967,2.0141512446897716
COMPANY_NAME_ohe_288,7998.536470857742,3971.2941065698883,2.0140881677902946,0.04400027756767644,214.8000219807609,15782.272919734722,2.0140881677902946
COMPANY_NAME_ohe_449,-3232.1205679458776,1605.133361538543,-2.013614971436295,0.044049973348207594,-6378.181956561422,-86.05917933033334,2.013614971436295
COMPANY_NAME_ohe_295,-16495.190972981378,8200.026466382438,-2.0116021625791745,0.044261891263402964,-32567.242847090958,-423.13909887179943,2.0116021625791745
COMPANY_NAME_ohe_466,-7113.403557837444,3536.8514396272935,-2.011224864617735,0.04430171056374688,-14045.63237950694,-181.17473616794905,2.011224864617735
COMPANY_NAME_ohe_492,12149.447301970498,6042.202192843472,2.0107647698980666,0.04435030898166703,306.73100399729265,23992.163599943706,2.0107647698980666
COMPANY_NAME_ohe_643,-22042.63656855484,10962.990049829905,-2.010640935398536,0.04436339692776459,-43530.09706622145,-555.1760708882284,2.010640935398536
COMPANY_NAME_ohe_807,-9432.675034902803,4693.056755582973,-2.0099213638704594,0.04443951224312048,-18631.066275845427,-234.2837939601759,2.0099213638704594
COMPANY_NAME_ohe_689,13351.300276657661,6643.777351659983,2.0095947786874238,0.04447409432629179,329.4966674040952,26373.103885911227,2.0095947786874238
COMPANY_NAME_ohe_237,46498.127627948095,23140.587506235082,2.0093754151842287,0.0444973354588003,1142.5761157273373,91853.67914016885,2.0093754151842287
COMPANY_NAME_ohe_683,-6452.27893269144,3211.609749290738,-2.0090482457018264,0.04453201746164992,-12747.034041301285,-157.52382408159338,2.0090482457018264
COMPANY_NAME_ohe_579,-9101.634889654431,4531.12126445126,-2.0086937335049853,0.04456962370518047,-17982.6325679789,-220.63721132996216,2.0086937335049853
COMPANY_NAME_ohe_365,-8843.08067742263,4402.547101604668,-2.0086282947885894,0.04457656829692325,-17472.07299656778,-214.08835827748044,2.0086282947885894
COMPANY_NAME_ohe_739,-12042.040449932183,5996.72134410351,-2.0081040553556733,0.044632235427003675,-23795.614284375064,-288.4666154893039,2.0081040553556733
COMPANY_NAME_ohe_702,-6440.272794960268,3209.0116960435957,-2.0069334128325265,0.044756753532206206,-12729.935719205714,-150.60987071482032,2.0069334128325265
COMPANY_NAME_ohe_184,4241.021752520476,2113.4853249640614,2.0066483085670783,0.04478712364021109,98.59051559091586,8383.452989450037,2.0066483085670783
COMPANY_NAME_ohe_238,13221.71834870592,6589.244336664575,2.006560642338944,0.04479646558665373,306.79944884335237,26136.637248568484,2.006560642338944
COMPANY_NAME_ohe_570,-2686.1279980077616,1338.6953305904608,-2.0065267552871693,0.04480007712143008,-5309.970845965065,-62.28515005045847,2.0065267552871693
COMPANY_NAME_ohe_355,18700.803411592773,9324.61626157195,2.0055306177758117,0.0449063508954719,424.5555389117508,36977.051284273795,2.0055306177758117
COMPANY_NAME_ohe_736,27476.030336012227,13702.743655502127,2.0051480949203664,0.04494721712765304,618.6527712280586,54333.407900796396,2.0051480949203664
COMPANY_NAME_ohe_417,-7023.513165821824,3503.7118435722064,-2.0045921238377318,0.04500666934331354,-13890.788379223348,-156.23795242029973,2.0045921238377318
COMPANY_NAME_ohe_470,-12352.029604354131,6162.212093707285,-2.0044797901337654,0.04501868968540146,-24429.965308020408,-274.0939006878525,2.0044797901337654
COMPANY_NAME_ohe_489,-11046.978412088414,5515.16749785467,-2.0030177535651545,0.04517538292377088,-21856.706707883568,-237.25011629326218,2.0030177535651545
COMPANY_NAME_ohe_715,5959.049578352651,2975.084982843751,2.0029846584942463,0.04517893519111471,127.88301197889996,11790.216144726402,2.0029846584942463
COMPANY_NAME_ohe_771,19389.802041304185,9681.52702112543,2.0027627872126947,0.045202755879895085,414.00907989834377,38365.595002710026,2.0027627872126947
COMPANY_NAME_ohe_547,-12501.412376919387,6242.266496808415,-2.0027040472096456,0.045209064134656085,-24736.25471066388,-266.5700431748937,2.0027040472096456
COMPANY_NAME_ohe_336,11935.43244566452,5959.681774679072,2.002696267504525,0.0452098996748056,254.4561672935397,23616.4087240355,2.002696267504525
COMPANY_NAME_ohe_780,-5974.8488331654335,2984.347873699292,-2.0020617856990053,0.04527808684495582,-11824.170665616046,-125.52700071482104,2.0020617856990053
COMPANY_NAME_ohe_152,4676.036197384646,2336.678612825538,2.0011464870345734,0.04537660586379211,96.14611624659119,9255.9262785227,2.0011464870345734
COMPANY_NAME_ohe_436,-6193.582863146697,3095.5950268386055,-2.0007729723845467,0.04541686133689349,-12260.949115750363,-126.21661054302967,2.0007729723845467
COMPANY_NAME_ohe_544,-13583.746052635364,6789.600626265806,-2.0006693766473056,0.04542803167880338,-26891.363280116344,-276.1288251543847,2.0006693766473056
COMPANY_NAME_ohe_317,7316.70481028524,3657.6235633588935,2.0003985329660643,0.04545724668350193,147.76262610180856,14485.64699446867,2.0003985329660643
COMPANY_NAME_ohe_172,-2990.7879399489716,1495.3625058425862,-2.0000420822800846,0.04549571996163193,-5921.69845140044,-59.87742849750293,2.0000420822800846
COMPANY_NAME_ohe_575,15062.465920287414,7532.942071091066,1.9995462301631342,0.045549285079780066,297.89946094892366,29827.032379625904,1.9995462301631342
COMPANY_NAME_ohe_299,13291.517587458202,6648.723541742295,1.9991081752776811,0.04559665077567199,260.0194456433037,26323.015729273102,1.9991081752776811
COMPANY_NAME_ohe_572,-2210.9816237928753,1106.3773605898482,-1.998397384608561,0.045673594964731556,-4379.481250548977,-42.48199703677301,1.998397384608561
COMPANY_NAME_ohe_530,-2577.670216313033,1289.9892295199747,-1.9982106496131171,0.04569382745323991,-5106.049106172184,-49.29132645388245,1.9982106496131171
COMPANY_NAME_ohe_517,-6644.014895063473,3325.676592865105,-1.997793444292665,0.04573905837917813,-13162.341017079078,-125.68877304786747,1.997793444292665
COMPANY_NAME_ohe_187,-21464.747019999384,10746.149758128016,-1.997436058786003,0.045777833986251126,-42527.200545930296,-402.2934940684718,1.997436058786003
COMPANY_NAME_ohe_242,17901.236520041744,8963.805075822433,1.9970577638201596,0.04581890839531488,332.17857142977664,35470.29446865371,1.9970577638201596
COMPANY_NAME_ohe_474,4116.786711961763,2062.835049940978,1.995693602394216,0.04596728388061111,73.63001407744605,8159.943409846081,1.995693602394216
COMPANY_NAME_ohe_424,10100.567461215922,5061.968202642291,1.995383427328433,0.046001077044951044,179.10978403703302,20022.025138394813,1.995383427328433
COMPANY_NAME_ohe_346,-11902.792228068372,5971.4518523543575,-1.9932827932583048,0.04623048948541375,-23606.837858682913,-198.74659745383178,1.9932827932583048
COMPANY_NAME_ohe_306,2969.122451600195,1489.969098559931,1.9927409598426433,0.04628981972489532,48.78301842273049,5889.461884777659,1.9927409598426433
COMPANY_NAME_ohe_543,-3997.2844557527283,2006.2177063742927,-1.9924479995627002,0.04632192528779577,-7929.471160246341,-65.09775125911483,1.9924479995627002
COMPANY_NAME_ohe_335,-10027.667684222542,5033.080115392027,-1.992352089440461,0.0463324401657903,-19892.504710390916,-162.83065805416845,1.992352089440461
COMPANY_NAME_ohe_98,14033.520174885585,7049.202827105567,1.9907953451025624,0.04650339133710224,217.082633758675,27849.957716012497,1.9907953451025624
COMPANY_NAME_ohe_205,12862.971868544138,6472.042441790792,1.987467168862539,0.04687065065633922,177.76868263418692,25548.175054454092,1.987467168862539
COMPANY_NAME_ohe_229,15741.627470020414,7926.5392965798455,1.985939497809925,0.047040042313799324,205.61044872391722,31277.64449131691,1.985939497809925
