feature,coefficient,std_error,t_value,p_value,CI_lower,CI_upper,abs_t
COMPANY_NAME_ohe_28,23289.25033833009,4408.597695792383,5.282688951309306,1.2730142762151786e-07,14648.398854577019,31930.10182208316,5.282688951309306
COMPANY_NAME_ohe_82,29953.259839241786,5766.625247928058,5.194244215887612,2.0555316737613794e-07,18650.67435330279,41255.84532518078,5.194244215887612
COMPANY_NAME_ohe_32,16966.621424669884,3424.461454390701,4.954537129602085,7.250267168856794e-07,10254.67697406411,23678.565875275657,4.954537129602085
COMPANY_NAME_ohe_80,15845.066043400433,3206.147758128127,4.942088524532442,7.729010493839894e-07,9561.016437469305,22129.11564933156,4.942088524532442
LOT_V6_SPECIALIZED_OCCUPATION_NAME_ohe_10,-7180.386284919939,1522.4117274883795,-4.716454921669504,2.399895087101811e-06,-10164.313270797162,-4196.459299042715,4.716454921669504
COMPANY_NAME_ohe_1,-5358.261470875756,1155.3348735998732,-4.637842753054021,3.5206446709068473e-06,-7622.7178231315065,-3093.805118620004,4.637842753054021
COMPANY_NAME_ohe_43,24445.67858428185,5322.602003340995,4.592806031511901,4.373255085621253e-06,14013.3786577335,34877.9785108302,4.592806031511901
COMPANY_NAME_ohe_44,5354.91522518352,1206.8268315334856,4.437186086075961,9.114249767572247e-06,2989.5346353778887,7720.295814989152,4.437186086075961
COMPANY_NAME_ohe_79,-14332.032019004648,3322.6583160706846,-4.31342336637053,1.6074587494419035e-05,-20844.44231850319,-7819.621719506106,4.31342336637053
COMPANY_NAME_ohe_72,-11425.840451579676,2660.6193280777075,-4.294428868873483,1.7514362219639423e-05,-16640.654334611983,-6211.026568547369,4.294428868873483
COMPANY_NAME_ohe_53,-13119.896822281627,3095.477231850878,-4.238408439023424,2.251099549810398e-05,-19187.032196709348,-7052.761447853906,4.238408439023424
COMPANY_NAME_ohe_70,26706.570841378783,6307.601952042746,4.2340291991205525,2.295411211350462e-05,14343.671015375001,39069.470667382564,4.2340291991205525
COMPANY_NAME_ohe_2,-5552.001328153713,1321.5521514383056,-4.201121629677055,2.6559584427765515e-05,-8142.243544972792,-2961.7591113346343,4.201121629677055
COMPANY_NAME_ohe_66,-11809.057028177018,2857.152438254267,-4.133156099781783,3.5781552795821625e-05,-17409.07580715538,-6209.038249198655,4.133156099781783
COMPANY_NAME_ohe_49,-5303.757220581149,1301.2491993194806,-4.075896625607821,4.583738004093618e-05,-7854.205651247332,-2753.3087899149673,4.075896625607821
COMPANY_NAME_ohe_95,-8812.16536418332,2189.0154147884737,-4.025629652788373,5.682306105292412e-05,-13102.635577168729,-4521.695151197911,4.025629652788373
COMPANY_NAME_ohe_45,13496.361632017228,3419.286824869442,3.9471276682185197,7.90943855211168e-05,6794.559455273121,20198.163808761336,3.9471276682185197
COMPANY_NAME_ohe_18,-6727.151243230561,1797.2528386608617,-3.7430188443841774,0.00018182258740995216,-10249.76680700585,-3204.5356794552717,3.7430188443841774
COMPANY_NAME_ohe_194,-8307.02908698378,2231.4381384783624,-3.722724347020625,0.00019708465469703285,-12680.647838401372,-3933.410335566191,3.722724347020625
COMPANY_NAME_ohe_87,-5983.42124092882,1610.9838000590075,-3.7141411606433645,0.00020389496335959656,-9140.949489044475,-2825.8929928131656,3.7141411606433645
COMPANY_NAME_ohe_103,-12000.159184824168,3255.604683900415,-3.686000098281969,0.0002278062619320842,-18381.14436526898,-5619.174004379355,3.686000098281969
COMPANY_NAME_ohe_94,-13372.448122741813,3630.2621263190754,-3.683604009141037,0.00022995939006720256,-20487.7618903272,-6257.134355156425,3.683604009141037
COMPANY_NAME_ohe_30,-8721.671289628997,2374.3130143522226,-3.6733451894962164,0.0002393957374571265,-13375.324797759353,-4068.017781498641,3.6733451894962164
COMPANY_NAME_ohe_149,47797.24134559239,13076.2025193731,3.65528457323739,0.0002568968545402228,22167.884407621113,73426.59828356367,3.65528457323739
COMPANY_NAME_ohe_35,-8588.6519296507,2387.1141795290364,-3.597922547360173,0.000320769103848928,-13267.39572152761,-3909.9081377737884,3.597922547360173
COMPANY_NAME_ohe_192,17985.146121417933,5042.503934321834,3.5667093879693232,0.0003614919856906873,8101.838410147138,27868.453832688727,3.5667093879693232
COMPANY_NAME_ohe_63,9600.63682811064,2743.8779195547672,3.4989300215180417,0.0004671291623232765,4222.636105783297,14978.637550437983,3.4989300215180417
COMPANY_NAME_ohe_46,20948.072934417247,6091.0831370968,3.4391375824171972,0.0005835705730448115,9009.54998570752,32886.595883126975,3.4391375824171972
COMPANY_NAME_ohe_176,16164.14162426549,4722.756002575427,3.4226078195551097,0.0006202349403627849,6907.539859217653,25420.743389313327,3.4226078195551097
COMPANY_NAME_ohe_206,8104.214616404878,2453.0659693041107,3.3037083868983323,0.0009541502653904743,3296.205316568821,12912.223916240935,3.3037083868983323
COMPANY_NAME_ohe_155,-9016.201332425793,2742.0162660582896,-3.288164787361669,0.0010084279495532478,-14390.55321390004,-3641.849450951546,3.288164787361669
COMPANY_NAME_ohe_122,-9713.243830354202,2954.9294381992554,-3.2871322424110025,0.001012132917339592,-15504.905529224743,-3921.582131483661,3.2871322424110025
COMPANY_NAME_ohe_78,-7906.6766432171,2433.771706710633,-3.2487338978491853,0.0011591986330672377,-12676.869188369941,-3136.4840980642584,3.2487338978491853
COMPANY_NAME_ohe_158,-7451.733261909797,2300.215023117582,-3.2395811639427246,0.0011970539237839972,-11960.154707220257,-2943.3118165993365,3.2395811639427246
COMPANY_NAME_ohe_188,17324.667037664847,5584.323233399321,3.102375402277507,0.0019197434248419132,6379.393500202179,28269.940575127515,3.102375402277507
COMPANY_NAME_ohe_201,-11036.234204117649,3561.530366728515,-3.0987337093113454,0.0019434961693809427,-18016.83372290554,-4055.634685329759,3.0987337093113454
LOT_V6_SPECIALIZED_OCCUPATION_NAME_ohe_4,5453.528500563808,1760.7036190294582,3.0973574664257932,0.00195254267543854,2002.54940726607,8904.507593861546,3.0973574664257932
COMPANY_NAME_ohe_119,-5859.598688490358,1894.534668154955,-3.0928959955094886,0.001982135881654301,-9572.88663807407,-2146.3107389066463,3.0928959955094886
COMPANY_NAME_ohe_185,-10051.398480600226,3312.850703874875,-3.0340632219989905,0.0024128386005204394,-16544.58586019498,-3558.2111010054714,3.0340632219989905
COMPANY_NAME_ohe_65,7747.4139171783245,2557.7913690572373,3.0289467745111294,0.0024540791478373514,2734.1428338261394,12760.68500053051,3.0289467745111294
COMPANY_NAME_ohe_58,-6400.211000109861,2114.2084618445497,-3.0272374345365978,0.0024680001874974877,-10544.059585325178,-2256.3624148945437,3.0272374345365978
COMPANY_NAME_ohe_197,4883.3815447860625,1619.6279705990946,3.0151254692024843,0.002568729692611793,1708.910722411837,8057.852367160288,3.0151254692024843
COMPANY_NAME_ohe_137,5956.797278562802,1981.2686127398506,3.0065571322634965,0.0026422439662221464,2073.5107975926944,9840.083759532909,3.0065571322634965
COMPANY_NAME_ohe_191,-15300.091301694369,5122.246890315972,-2.9869882552167577,0.002817405459673905,-25339.695206713674,-5260.487396675062,2.9869882552167577
COMPANY_NAME_ohe_96,-9748.055574041911,3267.215364182787,-2.983597494339081,0.0028488126006407377,-16151.797687840175,-3344.3134602436485,2.983597494339081
COMPANY_NAME_ohe_181,-7254.409619388821,2438.0725812993664,-2.975469095970308,0.00292540824292975,-12033.031878735579,-2475.7873600420626,2.975469095970308
COMPANY_NAME_ohe_64,-7205.782595021679,2425.693191391745,-2.9706075857381413,0.0029721128258279883,-11960.1412501495,-2451.423939893859,2.9706075857381413
COMPANY_NAME_ohe_167,17254.634594305433,5815.453077756553,2.9670318655484382,0.003006897935594832,5856.346561902588,28652.922626708278,2.9670318655484382
COMPANY_NAME_ohe_225,10344.760598024723,3513.7260604693197,2.944099915587329,0.003238954156804086,3457.857519504856,17231.663676544587,2.944099915587329
COMPANY_NAME_ohe_157,-5679.835412824753,1937.772059863263,-2.9311163735251426,0.003377462320665936,-9477.868650156748,-1881.8021754927577,2.9311163735251426
COMPANY_NAME_ohe_134,-8955.946565898044,3062.9134883494835,-2.9239959273953073,0.0034556926796440735,-14959.257003063032,-2952.6361287330565,2.9239959273953073
COMPANY_NAME_ohe_41,-9123.023472749666,3159.060460387579,-2.887891380094188,0.003878337758323358,-15314.781975109321,-2931.2649703900115,2.887891380094188
COMPANY_NAME_ohe_150,-9607.143199899801,3332.4995894249505,-2.88286403106732,0.003940775017630793,-16138.842395172705,-3075.4440046268983,2.88286403106732
COMPANY_NAME_ohe_131,-13732.365544890836,4790.600779991318,-2.8665226295303454,0.004150084876922033,-23121.943073673818,-4342.788016107854,2.8665226295303454
COMPANY_NAME_ohe_160,-12887.568979789421,4534.352240689349,-2.842207286884741,0.004480235131555155,-21774.899371540545,-4000.238588038297,2.842207286884741
COMPANY_NAME_ohe_84,-7849.718209175694,2809.007424638397,-2.7944811182498697,0.005198307635313704,-13355.372761466951,-2344.0636568844357,2.7944811182498697
COMPANY_NAME_ohe_219,-8209.503369949023,2974.3787314857373,-2.760073316503403,0.00577883910148147,-14039.285683661068,-2379.7210562369783,2.760073316503403
COMPANY_NAME_ohe_97,14490.26507596082,5274.279125502328,2.7473451311852504,0.006007987533453996,4152.677989976259,24827.852161945382,2.7473451311852504
COMPANY_NAME_ohe_220,29363.551248884985,10729.185773994364,2.73679213571425,0.00620414813721748,8334.347131856033,50392.75536591394,2.73679213571425
COMPANY_NAME_ohe_159,-7909.613827904685,2941.534791193756,-2.688941110465243,0.007167906311515093,-13675.022018644448,-2144.2056371649232,2.688941110465243
COMPANY_NAME_ohe_121,-10419.45265223781,3895.7923982290913,-2.674540013213788,0.007483184570603374,-18055.20575276683,-2783.6995517087908,2.674540013213788
COMPANY_NAME_ohe_210,7871.886270590048,2944.0412500331413,2.673836947937273,0.007498890157477955,2101.565420525091,13642.207120655006,2.673836947937273
COMPANY_NAME_ohe_161,-9299.67652106889,3481.1241975029943,-2.6714578375972726,0.007552255949569542,-16122.679948174758,-2476.6730939630215,2.6714578375972726
COMPANY_NAME_ohe_154,-11655.130471414352,4372.27067204563,-2.6656928048695874,0.007682986208902065,-20224.78098862379,-3085.479954204917,2.6656928048695874
COMPANY_NAME_ohe_62,5482.783000184776,2078.9532487220085,2.6372805658593803,0.00835736767688755,1408.0346326896392,9557.531367679912,2.6372805658593803
COMPANY_NAME_ohe_797,-9820.9807532988,3764.924708183594,-2.6085463892416003,0.009092768629873405,-17200.233181338644,-2441.728325258956,2.6085463892416003
COMPANY_NAME_ohe_182,-11645.239962369646,4520.217037407386,-2.57625681820112,0.009987643301230253,-20504.86535568812,-2785.6145690511694,2.57625681820112
COMPANY_NAME_ohe_125,-4871.973401358259,1899.2648414894443,-2.5651890641736688,0.01031195989174094,-8594.53249067757,-1149.4143120389485,2.5651890641736688
COMPANY_NAME_ohe_156,-9156.94542905919,3584.6375300911486,-2.5544968918590634,0.01063413791329948,-16182.834988037841,-2131.0558700805386,2.5544968918590634
COMPANY_NAME_ohe_127,-11468.929564780869,4512.08985866258,-2.5418220656138155,0.011027629690849361,-20312.625687759522,-2625.233441802213,2.5418220656138155
COMPANY_NAME_ohe_148,9257.029700943174,3642.862596068001,2.54114160411511,0.011049115980407365,2117.019012649892,16397.040389236456,2.54114160411511
COMPANY_NAME_ohe_93,-6304.21149692667,2493.8092774624306,-2.527944520016184,0.011473248063180286,-11192.077680753035,-1416.3453131003062,2.527944520016184
COMPANY_NAME_ohe_47,-7596.47018514766,3007.968189564507,-2.525448976322943,0.011555055954794557,-13492.087836694094,-1700.8525336012262,2.525448976322943
COMPANY_NAME_ohe_533,-8294.888448972579,3285.4308234783625,-2.5247490799975467,0.011578092420447383,-14734.33286299017,-1855.4440349549886,2.5247490799975467
COMPANY_NAME_ohe_216,-15902.487578540718,6326.710816138922,-2.5135474088644565,0.011952371197682998,-28302.840778173006,-3502.1343789084312,2.5135474088644565
COMPANY_NAME_ohe_112,30510.27740842894,12140.108728779696,2.5131799137927313,0.011964829909699048,6715.664300020737,54304.89051683714,2.5131799137927313
COMPANY_NAME_ohe_202,-4984.661273085654,1988.214481662585,-2.5071043989768045,0.012172475344610634,-8881.56165714432,-1087.7608890269876,2.5071043989768045
COMPANY_NAME_ohe_829,-11200.006227474742,4487.303778885459,-2.4959322522747858,0.012562659211537097,-19995.12163409024,-2404.890820859242,2.4959322522747858
COMPANY_NAME_ohe_124,-9186.530428394894,3682.2801015041555,-2.494794033903704,0.012603026098048309,-16403.799427343038,-1969.2614294467485,2.494794033903704
COMPANY_NAME_ohe_81,-8640.36252848785,3468.9847581743156,-2.4907467546888755,0.012747494414779625,-15439.57265450951,-1841.1524024661921,2.4907467546888755
COMPANY_NAME_ohe_17,4764.2048974634245,1913.5876918003516,2.489671582795947,0.012786118415903491,1013.5730215347353,8514.836773392113,2.489671582795947
COMPANY_NAME_ohe_204,-9785.42982553872,3930.773876713916,-2.4894410445505537,0.012794413641431301,-17489.746623897994,-2081.1130271794455,2.4894410445505537
COMPANY_NAME_ohe_315,-14884.229981424778,6022.761208823273,-2.471329920837565,0.013461156591652257,-26688.841950718393,-3079.6180121311645,2.471329920837565
COMPANY_NAME_ohe_169,-11931.661654634809,4828.6347593316095,-2.4710217793085714,0.013472761322117499,-21395.785782924762,-2467.537526344855,2.4710217793085714
COMPANY_NAME_ohe_222,7942.752694329517,3224.155607609062,2.4635140672443,0.013758249648312848,1623.4077034157553,14262.09768524328,2.4635140672443
COMPANY_NAME_ohe_223,24463.015771057573,9973.585010442908,2.4527805944846723,0.014175677256327956,4914.789150589473,44011.24239152567,2.4527805944846723
