feature,coefficient,std_error,t_value,p_value,CI_lower,CI_upper
MIN_YEARS_EXPERIENCE,12281.317350285417,870.788630131052,14.103672148816532,0.0,10574.571635228554,13988.06306534228
MIN_YEARS_EXPERIENCE_SQ,-420.71401485269246,84.91677800528927,-4.95442743749047,7.917176512162172e-07,-587.1508997430594,-254.2771299623255
_intercept_,68266.33308307746,1839.401334701213,37.11334323575798,0.0,64661.10646706309,71871.55969909184
